,fname,text
10,chl.de dataviz,chl.de dataviz.   Visualization portfolio | Dr. Edgar Treischl        About Projects Publications Snippets Visualizations Contact  Visualization portfolio   Gapminder bubble chart A remake of the famous Gapminder bubble charts.   Humor Visualizations for a twinkle in the eye.   Illustrations Visualizations to illustrate concepts.   Streetmap A streetmap that visualizes Cologne.   Visualizations for Practice R Practice R includes a lot of graphs and illustrations …   Visualizations for Impact Evaluation I created several visualizations for the book about …    © 2023 Edgar Treischl    Made with Hugo Apéro.    Based on Blogophonic by Formspree.      License   
11,chl.de categories sql,"chl.de categories sql.   SQL | Dr. Edgar Treischl        About Projects Publications Snippets Visualizations Contact  SQL  Learning SQL the Badass Way III Do you really want to “learn SQL the badass way”? I outlined the scope of the blog in the first blog entry where I explained why I set the scope to R users and people with some programming languages. You may not find what you are looking for if you are not familiar with R or if you do not have any other experience to work with data, because I focus on the data management part in this blog.  Learning SQL the Badass Way II Some vocabulary This is the second blog post from “Learn SQL the badass way”. I outlined the scope of the blog in the first blog entry where I explained why I set the scope to R users and people with some programming languages. You may not find what you are looking for if you are not familiar with R or if you do not have any other experience to work with data, because I focus on the data management part in this blog.  Learning SQL the Badass Way (1) The blog learning SQL the badass way shows you the basic commands to manage tables and data with SQL. I assume that you are familiar with R (or other programming languages) to manipulate data. For this reason, this page only summarizes main idiosyncrasies of SQL, not concepts that you probably know from any other programming experience. I made the experience that learning new things always takes a lot of time and often I have the impression that many courses are designed without taking your personal experience into account.    © 2023 Edgar Treischl    Made with Hugo Apéro.    Based on Blogophonic by Formspree.      License   "
12,chl.de publication 2021 treischl etal,"chl.de publication 2021 treischl etal.   Give a Little, Take a Little? | by Dr. Edgar Treischl  Title: ""Give a Little, Take a Little? A Factorial Survey Experiment on Students’ Willingness to Use an AI-based Advisory System and to Share Data"" Summary: Given its ability to handle a large amount of data, artificial intelligence (AI) has the potential to improve data-driven decisions under various situations. The present research identifies the necessary conditions for the implementation of an AI-based advisory system (AS) in higher education. Using a factorial survey design, we examine experimentally varied features of an AI-based AS to explore students’ willingness to use it and students’ willingness to share their data as a core challenge for successful implementation. Theoretically, we focus on the perceived costs and benefits to explain students’ intention, but we also highlight the role of trust and privacy concerns in regard to collecting data for the AS. In terms of benefits, information about the predictive power of the AS significantly increases students’ intention to use the tool and to share data and thus offers an incentive for students to share data. Moreover, a disproportionately long survey duration and survey topics that seem unrelated to the AS reduce students’ willingness to share data. With respect to trust and privacy concerns, our results indicate that providing transparent information about the AS has no effect on students’ willingness to share data, while aspects regarding who has access to the AS results and a long period of data storage reduce students’ intentions to share data. Based on these findings, we advise universities to communicate students’ expected benefits from a system to implement the AS, but we also recommend seriously considering students’ privacy concerns. Who has access to the data and the results of the AS should be transparent, as well as for what reason and how long. Otherwise, a substantial and probably selective part of the student body may not use the tool or share data due to privacy concerns. Cite this article: Treischl, E., Laumer, S., Schömer, D., Weigert, J., Wilbers, K., & Wolbring, T. (2020): Give a little, take a little? A Factorial Survey Experiment on Students’ Willingness to Use an AI‐based Advisory System and to Share Data. In: Wolbring, T.; Leitgöb, H.; Faulbaum, F.: Sozialwissenschaftliche Datenerhebung im digitalen Zeitalter. Springer VS, Wiesbaden Posted on: July 7, 2020 Length: 2 minute read, 343 words See Also:  ← Data-driven Student Advisory and Potential Direct Discrimination Wirkungsevaluation →    © 2023 Edgar Treischl    Made with Hugo Apéro.    Based on Blogophonic by Formspree.      License   "
13,chl.de publication treischl wolbring 2017,"chl.de publication treischl wolbring 2017.   The Causal Effect of Survey Mode on Students’ Evaluations of Teaching | Dr. Edgar Treischl       Title: The Causal Effect of Survey Mode on Students’ Evaluations of Teaching Empirical Evidence from Three Field Experiments  Summary: In recent years many universities switched from paper- to online-based student evaluation of teaching (SET) without knowing the consequences for data quality. Based on a series of three consecutive field experiments — a split-half design, twin courses, and pre–post-measurements—this paper examines the effects of survey mode on SET. First, all three studies reveal marked differences in non-response between online- and paper-based SET and systematic, but small differences in the overall course ratings. On average, online SET reveal a slightly less optimistic picture of teaching quality in students’ perception. Similarly, a web survey mode does not impair the reliability of student ratings. Second, we highlight the importance of taking selection and class absenteeism into account when studying survey mode effects and also show that it is necessary and informative to survey the subgroup of no-shows when evaluating teaching. Third, we empirically demonstrate the need to account for contextual setting of the survey (in class vs. after class) and the specific type of the online survey mode (TAN vs. email). Previous research either confounded contextual setting with variation in survey mode or generalized results for a specific online mode to web surveys in general. Our findings suggest that higher response rates in email surveys can be achieved if students are given the opportunity and time to evaluate directly in class. Cite this article: Treischl, E. & Wolbring, T. (2017): The Causal Effect of Survey Mode on Students’ Evaluations of Teaching: Empirical Evidence from Three Field Experiments. Res High Educ 58, 904–921. https://doi.org/10.1007/s11162-017-9452-4 "
14,chl.de project copycat,"chl.de project copycat.   CopyCat | Dr. Edgar Treischl        About Projects Publications Snippets Visualizations Contact  CopyCat An R Package in R January 1, 2023 Website GitHub CopyCat is a small R package to copy, paste, and manage code snippets. CopyCat comes with code snippets (minimal examples) that run with implemented data. CopyCat was built as a personal package for the lazy cats, but it may help (new) R users to manage code snippets. It has a graphical interface (RStudio addin), so pick a function and press the insert code button. RStudio inserts the code for you. Posted on: January 1, 2023 Length: 1 minute read, 70 words Categories: R See Also:  Empirical educational research →    © 2023 Edgar Treischl    Made with Hugo Apéro.    Based on Blogophonic by Formspree.      License   "
15,chl.de project,"chl.de project.   Project Portfolio | Dr. Edgar Treischl        About Projects Publications Snippets Visualizations Contact  Project Portfolio   CopyCat CopyCat is a small R package to copy, paste, and manage code snippets. CopyCat comes with … in R   Empirical educational research I held my lecture educational empirical research several times online, inspect …   Linear Regression App The app shows user with little statistical background the main idea of a linear regression analysis. User can pick … in R Shiny R   Logistic regression app The shiny app introduces the basics of a logistic regression and examine who survived the Titanic accident … in R Shiny R   Power App This app introduces power analysis and outlines how sample and effect size are related. Run a … in R Shiny R   Stata And Paste Learn Stata with the help of Stata And Paste. The website (book) provides code to run minimal examples with implemented data …   Stata meets R The workshop introduces R for Stata Users and shows the first steps to analyze data.   Workshops empirische Bildungsforschung Dank der Einladung der Akademie für Politische Bildung (Dillingen) durft ich mehrfach die flankierende Lehrgangssequenz …   Practice R The Practice R package is the corresponding R package for the book. It contains tutorials, learning materials … in R    © 2023 Edgar Treischl    Made with Hugo Apéro.    Based on Blogophonic by Formspree.      License   "
16,chl.de project tutzing,"chl.de project tutzing.   Workshops empirische Bildungsforschung | Dr. Edgar Treischl        About Projects Publications Snippets Visualizations Contact  Workshops empirische Bildungsforschung November 1, 2019 Website Dank der Einladung der Akademie für Politische Bildung (Dillingen) durfte ich mehrfach die flankierende Lehrgangssequenz im Rahmen der Vorbereitung auf die Erste Lehramtsprüfung halten. Posted on: November 1, 2019 Length: 1 minute read, 24 words See Also:  ← Stata meets R Practice R →    © 2023 Edgar Treischl    Made with Hugo Apéro.    Based on Blogophonic by Formspree.      License   "
17,chl.de publication wolbring treischl 2016,"chl.de publication wolbring treischl 2016.   Selection Bias in Students' Evaluation of Teaching | Dr. Edgar Treischl  Title: Selection Bias in Students' Evaluation of Teaching Causes of Student Absenteeism and Its Consequences for Course Ratings and Rankings Link Summary: Systematic sampling error due to self-selection is a common topic in methodological research and a key challenge for every empirical study. Since selection bias is often not sufficiently considered as a potential flaw in research on and evaluations in higher education, the aim of this paper is to raise awareness for the topic using the case of students’ evaluations of teaching (SET). First, we describe students’ selection decisions at different points of their studies and elaborate potential biases which they might cause for SET. Then we empirically illustrate the problem and report findings from a design with two measurement points in time showing that approximately one third of the students do not attend class at the second time of measurement, when the regular SET takes place. Furthermore, the results indicate that the probability of absenteeism is influenced by course quality, students’ motivation, course topic, climate among course participants, course- and workload, and timing of the course. Although data are missing not at random, average ratings do not strongly change after adjusting for selection bias. However, we find substantial changes in rankings based on SET. We conclude from this that, at least as regards selection bias, SET are a reliable instrument to assess quality of teaching at the individual level but are not suited for the comparison of courses. Cite this article Wolbring, T. & Treischl, E. (2016): Selection Bias in Students’ Evaluation of Teaching. Res High Educ 57, 51–71. https://doi.org/10.1007/s11162-015-9378-7 "
18,chl.de license,chl.de license.   License | Dr. Edgar Treischl        About Projects Publications Snippets Visualizations Contact  License My blog posts are released under a Creative Commons Attribution-ShareAlike 4.0 International License.    © 2023 Edgar Treischl    Made with Hugo Apéro.    Based on Blogophonic by Formspree.      License   
19,chl.de publication practicer,"chl.de publication practicer. Book: Practice R | by Dr. Edgar Treischl Summary: Many students learn to analyze data using commercial packages, even though there is an open-source software with cutting-edge possibilities: R, a programming language with countless cool features for applied empirical research. Practice R introduces R to social science students, inspiring them to consider R as an excellent choice. In a non-technical pragmatic way, this book covers all typical steps of applied empirical research. Learn how to prepare, analyze, and visualize data in R. Discover how to collect data, generate reports, or automate error-prone tasks. The book is accompanied by an R package. This provides further learning materials that include interactive tutorials, challenging you with typical problems of applied research. This way, you can immediately practice the knowledge you have learned. The package also includes the source code of each chapter and templates that help to create reports. Practice R has social science students in mind, nonetheless a broader audience may use Practice R to become a proficient R user. Practice R Introduction R is a programming language and a powerful tool to analyze data, but R has a lot more to offer than statistics. To mention just a few options, R has many capabilities to visualize data, to collect data (e.g., from a website), or even to create interactive dashboards. From this perspective it is no wonder why R has a huge fan base. Unfortunately, learning R can be though. People who struggle may say that the data handling is complicated, some complain that R lacks a graphical interface, and probably all agree that beginners face a rather steep learning curve. Regardless of our perception, the best way to learn R is by means of practice. For this reason, this book introduces R, focuses on the most important steps for applied empirical research, and explains how to use R in practice. After reading and working on the materials in this book, you will be able to *prepare* and *analyze* data, make *visualizations*, and *communicate* key research insights. Who should read this book? Overall, the book introduces R and is written for people with no prior knowledge about it. However, Practice R is a textbook for the social sciences, and it is assumed that the reader has prior knowledge in statistics and quantitative methods. Practice R might not be the first choice if you have yet to learn what a *standard deviation*, *Pearson's r*, or a *t-test* is. The same applies for topics of quantitative empirical research. I presume that the reader has knowledge about research designs, is familiar with the difference between cross-sectional and longitudinal data, and other aspects that intermingle with statistics, seeing that quantitative methods are a substantial part of the social science curriculum. Of course, this does not mean that only (social science) students can profit from reading the book. A diverse audience -- holding the assumed prior knowledge -- may use Practice R to become a proficient R user. To support you, the book is accompanied by an R package. An R package is a software add-on and extends the capabilities of R. In our case, the `PracticeR` package gives you access to tutorials to practice the discussed content, it provides the code of this book, and also further materials (e.g., a template to create reports) that are supposed to boost your skills. We will learn how to install R packages in the next chapter, but keep in mind that all materials of the book become available once the `PracticeR` package is installed. Let me outline the idea of the tutorials and how they are related to the content of the book. The tutorials summarize the content and aim to familiarize you with the core concepts. The interactive tutorials are integrated in R and run on your computer. By clicking on the Run button, R code will be executed, and the tutorial shows the results. Don't mind if something goes wrong, you can reload and start over at the click of a button. As an illustration, \autoref{Fig101} shows a screenshot of the Basics of Data Manipulation (Chapter 4) tutorial. It summarizes how to filter, arrange, and select data.  Irrespective of the topic, each tutorial probes you to apply the discussed content. The exercises in the tutorials aim to increase your coding skills and they are ordered ascendingly by difficulty. Sometimes I'll ask you to adjust the R code, which gives you a better understanding of how the code works. In most instances I will challenge you with typical data analyzing problems. In the more advanced steps, you are supposed to transfer the discussed content to a similar or a new concept. Don't worry, hints are provided to solve the exercises and the tutorials include the solutions. Now that the scope is set, we can divulge the content of Practice R. Part I lays the foundation and outlines the first steps to work with R: - Chapter 2 of the Practice R book introduces R and RStudio, which is an integrated development environment to work with R. The chapter contains the most important steps to understand how R behaves and outlines in depth how RStudio substantially helps us to increase our R skills. We install both software packages and we discover some of the cool features of RStudio. Next, I give a concise introduction of base R -- the programming language -- which is essential for subsequent steps. Moreover, the chapter makes you familiar with data types and structures.  - In Chapter 3 of the Practice R book we start to explore data. We examine variables, we calculate and visualize descriptive statistics, and we explore how variables are related. We estimate the correlation between two variables, visualize the effect, and interpret the effect size. Data exploration is crucial when we start to work with data. For this reason, this chapter also highlights packages and ways to get a quick overview of new and unfamiliar data. For example, some packages implement graphs to examine several variables at once; others can generate a PDF report with summary statistics for all variables of a particular data set. Thus, we explore variables, and we get in touch with packages that help us to discover unfamiliar data. - Chapter 4 of the Practice R book focuses on data manipulation steps and introduces the `dplyr` package [@dplyr]. The latter is the Swiss pocketknife for manipulating data. I introduce the main functions of the package and we will focus on typical steps to prepare data for an analysis. Before we can dive into this topic in the second part, we should take one step back. The last part of this chapter highlights strategies to increase the workflow and, consequently, the efficiency of our work. For example, you may wonder how much R code you need to remember to become an efficient R user. The last section outlines in detail why there is no need to memorize code and introduces strategies to handle (complicated) code. Part II introduces the basics to analyze data, visualize results, and create reports: - Chapter 5 of the Practice R book outlines the data preparation steps required before we can start to analyze data. We learn how to import data and how to cope with problems that may occur. Depending on the data, the import step may induce errors, but the same may apply during the data cleaning steps, and we should consider the concerns of missing (and implausible) values. Finally, I introduce the main functions from the `forcats` package [@forcats]. The package is made for *categorical variables* and is a good supplement to our data manipulation skills since categorical variables are often used in social sciences. - We analyze data in Chapter 6 of the Practice R book. There is a broad range of possibilities to analyze data with R, however, we apply a linear regression analysis, because it is the workhorse of social science research. First, I give an non-technical introduction for people with a different educational background. Next, we run an example analysis that we will improve step by step. We learn how to develop the model, we examine interaction effects, and we compare the performance of the estimated models. To compare models and to examine the assumption of a linear regression analysis, we also focus on visualization techniques. - To visualize research findings, Chapter 7 of the Practice R book concentrates on the `ggplot2` package [@ggplot2]. The package can be quite demanding in the beginning, but we will learn that creating a graph without much customization is far from rocket science. We first focus on typical steps to create and adjust a graph (e.g., adjust a title). Next, we increase the theoretical knowledge by exploring how `ggplot2` works behind the curtain. Ultimately, there are a lot of packages that extend the possibilities of `ggplot2`. The last section highlights some of these possibilities. - Chapter 8 of the Practice R focuses on reporting. After the analysis and the visualization step, we need to summarize the findings in a document and the `rmarkdown` package makes it possible to create text documents with R [@rmarkdown]. An `rmarkdown` file contains text, graphs, or tables, just like any other text document. However, it is code-based and also contains output from R. Thus, we create tables and graphs with R and include them in the `rmarkdown` document. Using code to create the report increases the reproducibility of the work and we avoid introducing errors, because we eliminated the need to transfer output from R into a word processing software. Part III completes the basics and focuses on topics that -- at first glance -- seem less related to applied empirical research, but that will add to your skill set: - Chapter 9 of the Practice R book introduces Git, a version control system for code, and GitHub, a host for Git-based projects. Think of Git/GitHub as a sort of cloud for code. Suppose you changed a code, but you made a mistake. A version control system lets us travel back in time to find out where the error occurred. GitHub marks changes of the code and forces us to explain -- in a few words -- what happens to the code when we make an update. GitHub has more advantages, but I guess the example makes clear that a version control system is very valuable if you work with code on a regular basis. Chapter 9 gives a short introduction, we learn the basics to send (receive) code to (from) GitHub, and we connect RStudio with your GitHub account. - Chapter 10 of the Practice R book outlines the advantages of dynamic reports and highlights that whenever possible we are not supposed to repeat ourselves, instead we can automate the boring manual stuff. Say we made a report with R, but the data for the report gets an update. There is no need to manually re-estimate the results, re-create graphs, or tables -- create a dynamic report and let R recreate and update the document. Chapter 10 introduces dynamic reports and discusses further steps to automate the reporting process (e.g., to send reports automatically via email). - Chapter 11 of the Practice R book demonstrates that we can collect data with R. Consider you work with a data set that lacks an important variable. Maybe you find this information on a website or in a PDF report; or suppose you want to retrieve data from a social media platform -- your R skills help you in all those instances. The last chapter highlights the possibilities of collecting data and underlines the main steps to retrieve data from a PDF file, a website, and a web server. - Finally, Chapter 12 of the Practice R book outlines possible next steps and demonstrates that there are many cool packages and features to discover. This chapter introduces topics, packages, and frameworks, that would otherwise not find a place in an introductory book and we explore the next steps in connection to data preparation, analysis, visualization, and reporting.   "
20,chl.de publication treischl wolbring 2017 handbuch,"chl.de publication treischl wolbring 2017 handbuch.   Studentische Lehrveranstaltungsevaluation | Dr. Edgar Treischl  Title: Studentische Lehrveranstaltungsevaluation: Grundlagen, Befunde, methodische Fallstricke  Summary: Die studentische Lehrveranstaltungsevaluation (LVE) ist das am weitesten verbreitete Instrument zur Erfassung der Lehrqualität aus studentischer Perspektive. Vor dem Hintergrund des flächendeckenden Einsatzes des Instruments bei gleichzeitig anhaltend starker und weit verbreiteter Kritik gegenüber der studentischen LVE soll der vorliegende Beitrag daher einen methodisch informierten überblick zu Möglichkeiten und Grenzen des Instruments liefern. Hierfür werden zentrale Anforderungen an die Messung diskutiert und mit empirischen Befunden zur Zuverlässigkeit und Validität verknüpft. Grenzen der Messbarkeit werden dann anhand zwei verschiedener Arten von Validitätseinschränkungen aufgezeigt. Erstens wird die Diskussion zu möglicherweise verzerrenden Einflüssen aufgegriffen und anhand der Beispiele „Notengebung“ und „studentisches Interesse“ illustriert. Zweitens wird auf die bislang weitgehend vernachlässigte Frage nach potenziellen Selektionseffekten, d.h. den Konsequenzen einer unvollständigen Abdeckung der Hörerschaft bei der Befragung, aufmerksam gemacht und mit unterschiedlichen Erhebungsverfahren in Verbindung gebracht. Abschließend werden praktische Aspekte der Implementation von LVE aufgegriffen. Cite this article: Treischl, E. & Wolbring, T. (2017): Studentische Lehrveranstaltungsevaluation: Grundlagen, Befunde, methodische Fallstricke. In Handbuch Qualität in Studium und Lehre 62, E 7.20.    "
21,chl.de publication sch%C3%B6mer etal 2021,"chl.de publication sch%C3%B6mer etal 2021.   Data-driven Student Advisory and Potential Direct Discrimination | Dr. Edgar Treischl  Title: Data-driven Student Advisory and Potential Direct Discrimination A Literature Review on Machine Learning for Predicting Students' Academic Success  Summary: The use of machine learning found its way into the field of educational research and address the necessity of data-driven student advisory. Notwithstanding the plethora of current research that predicts and quantifies aspects of students’ academic success in various situations during a student’s course of study, most studies focus on the technical aspects and overlook potential of direct discrimination. In addressing this gap, this study systematically reviews and identifies scholarly papers that use sensitive attributes to predict students’ academic success, which are not allowed to be considered in the decision-making process due to legal restrictions. The review shows that in 95 studies, over 52 percent use at least one discriminating attribute defined by the International Covenant on Civil and Political Rights. This sheer volume highlights the need for practitioners and scholars to explore causal mechanisms to prevent potential discrimination or seek alternative solutions without using protected individual characteristics. Cite this article: Schoemer, D.; Laumer, S.; Wilbers, K.; Wolbring, T.; Weigert, J.; and Treischl, E.: “Data-driven Student Advisory and Potential Direct Discrimination: A Literature Review on Machine Learning for Predicting Students’ Academic Success” (2021). AMCIS 2021 Proceedings. 10. https://aisel.aisnet.org/amcis2021/social_inclusion/social_inclusion/10 Posted on: March 3, 2021 Length: 1 minute read, 188 words See Also:  ← The Past, Present and Future of Factorial Survey Experiments Give a Little, Take a Little? →    © 2023 Edgar Treischl    Made with Hugo Apéro.    Based on Blogophonic by Formspree.      License   "
